
央视高清,#genre#
甘肃卫视,http://hacbn.ks-cdn.henancatv.com/gitv_escape/G_GANSU/G_GANSU.m3u8
甘肃卫视,http://lncbn.tx-cdn.gitv.tv/gitv_escape/G_GANSU/G_GANSU.m3u8
甘肃卫视,http://jscbn.hw-cdn.gitv.tv/gitv_escape/G_GANSU/G_GANSU.m3u8
青海卫视,http://ahcbn.ali-cdn.gitv.tv/gitv_escape/G_QINGHAI/G_QINGHAI.m3u8
青海卫视,http://hicbn.ali-cdn.yst.963999.com/gitv_escape/G_QINGHAI/G_QINGHAI.m3u8
青海卫视,http://hacbn.ks-cdn.henancatv.com/gitv_escape/G_QINGHAI/G_QINGHAI.m3u8
青海卫视,http://lncbn.tx-cdn.gitv.tv/gitv_escape/G_QINGHAI/G_QINGHAI.m3u8
青海卫视,http://jscbn.hw-cdn.gitv.tv/gitv_escape/G_QINGHAI/G_QINGHAI.m3u8
宁夏卫视,http://ahcbn.ali-cdn.gitv.tv/gitv_escape/G_NINGXIA/G_NINGXIA.m3u8
宁夏卫视,http://hicbn.ali-cdn.yst.963999.com/gitv_escape/G_NINGXIA/G_NINGXIA.m3u8
宁夏卫视,http://hacbn.ks-cdn.henancatv.com/gitv_escape/G_NINGXIA/G_NINGXIA.m3u8
宁夏卫视,http://lncbn.tx-cdn.gitv.tv/gitv_escape/G_NINGXIA/G_NINGXIA.m3u8
宁夏卫视,http://jscbn.hw-cdn.gitv.tv/gitv_escape/G_NINGXIA/G_NINGXIA.m3u8
北京纪实,http://ahcbn.ali-cdn.gitv.tv/gitv_escape/G_BEIJINGJS/G_BEIJINGJS.m3u8
北京纪实,http://hicbn.ali-cdn.yst.963999.com/gitv_escape/G_BEIJINGJS/G_BEIJINGJS.m3u8
北京纪实,http://hacbn.ks-cdn.henancatv.com/gitv_escape/G_BEIJINGJS/G_BEIJINGJS.m3u8
北京纪实,http://lncbn.tx-cdn.gitv.tv/gitv_escape/G_BEIJINGJS-HQ/G_BEIJINGJS-HQ.m3u8
北京纪实,http://jscbn.hw-cdn.gitv.tv/gitv_escape/G_BEIJINGJS/G_BEIJINGJS.m3u8
江西卫视,http://ahcbn.ali-cdn.gitv.tv/gitv_escape/G_JIANGXI-HQ/G_JIANGXI-HQ.m3u8
江西卫视,http://hicbn.ali-cdn.yst.963999.com/gitv_escape/G_JIANGXI-HQ/G_JIANGXI-HQ.m3u8
江西卫视,http://hacbn.ks-cdn.henancatv.com/gitv_escape/G_JIANGXI-HQ/G_JIANGXI-HQ.m3u8
江西卫视,http://lncbn.tx-cdn.gitv.tv/gitv_escape/G_JIANGXI-HQ/G_JIANGXI-HQ.m3u8
江西卫视,http://jscbn.hw-cdn.gitv.tv/gitv_escape/G_JIANGXI-HQ/G_JIANGXI-HQ.m3u8
辽宁卫视,http://ahcbn.ali-cdn.gitv.tv/gitv_escape/LNWS/LNWS.m3u8
辽宁卫视,http://hicbn.ali-cdn.yst.963999.com/gitv_escape/LNWS/LNWS.m3u8
辽宁卫视,http://lncbn.tx-cdn.gitv.tv/gitv_escape/G_LIAONING-HQ/G_LIAONING-HQ.m3u8
辽宁卫视,http://jscbn.hw-cdn.gitv.tv/gitv_escape/LNWS/LNWS.m3u8
广西卫视,http://ahcbn.ali-cdn.gitv.tv/gitv_escape/G_GUANGXI-HQ/G_GUANGXI-HQ.m3u8
广西卫视,http://hicbn.ali-cdn.yst.963999.com/gitv_escape/G_GUANGXI-HQ/G_GUANGXI-HQ.m3u8
广西卫视,http://lncbn.tx-cdn.gitv.tv/gitv_escape/G_GUANGXI-HQ/G_GUANGXI-HQ.m3u8
广西卫视,http://jscbn.hw-cdn.gitv.tv/gitv_escape/G_GUANGXI-HQ/G_GUANGXI-HQ.m3u8
延边卫视,http://jscbn.ws-cdn.gitv.tv/gitv_escape/G_YANBIAN/G_YANBIAN.m3u8
三沙卫视,http://jscbn.ws-cdn.gitv.tv/gitv_escape/G_SANSHA/G_SANSHA.m3u8

卡通频道,#genre#

北京卡酷,http://ahcbn.ali-cdn.gitv.tv/gitv_escape/G_KAKU/G_KAKU.m3u8
北京卡酷,http://hicbn.ali-cdn.yst.963999.com/gitv_escape/G_KAKU/G_KAKU.m3u8
北京卡酷,http://hacbn.ks-cdn.henancatv.com/gitv_escape/G_KAKU/G_KAKU.m3u8
北京卡酷,http://lncbn.tx-cdn.gitv.tv/gitv_escape/G_KAKU/G_KAKU.m3u8
北京卡酷,http://jscbn.hw-cdn.gitv.tv/gitv_escape/G_KAKU/G_KAKU.m3u8
湖南金鹰卡通,http://ahcbn.ali-cdn.gitv.tv/gitv_escape/G_JINYING/G_JINYING.m3u8
湖南金鹰卡通,http://hicbn.ali-cdn.yst.963999.com/gitv_escape/G_JINYING/G_JINYING.m3u8
湖南金鹰卡通,http://hacbn.ks-cdn.henancatv.com/gitv_escape/G_JINYING/G_JINYING.m3u8
湖南金鹰卡通,http://lncbn.tx-cdn.gitv.tv/gitv_escape/G_JINYING/G_JINYING.m3u8
湖南金鹰卡通,http://jscbn.hw-cdn.gitv.tv/gitv_escape/G_JINYING/G_JINYING.m3u8
炫动卡通,http://lncbn.tx-cdn.gitv.tv/gitv_escape/G_XUANDONG/G_XUANDONG.m3u8?k
嘉佳卡通,http://hacbn.ks-cdn.henancatv.com/gitv_escape/G_JIAJIA/G_JIAJIA.m3u8
中华美食,http://ahcbn.ali-cdn.gitv.tv/gitv_escape/G_ZHONGHUAMS/G_ZHONGHUAMS.m3u8
中华美食,http://hicbn.ali-cdn.yst.963999.com/gitv_escape/G_ZHONGHUAMS/G_ZHONGHUAMS.m3u8
中华美食,http://jscbn.hw-cdn.gitv.tv/gitv_escape/G_ZHONGHUAMS/G_ZHONGHUAMS.m3u8
安徽综艺,http://ahcbn.ali-cdn.gitv.tv/gitv_escape/G_ANHUIZY-HQ/G_ANHUIZY-HQ.m3u8
安徽经济,http://ahcbn.ali-cdn.gitv.tv/gitv_escape/G_ANHUIJJ-HQ/G_ANHUIJJ-HQ.m3u8
安徽导视,http://ahcbn.ali-cdn.gitv.tv/gitv_escape/G_ANHUIDS/G_ANHUIDS.m3u8
安徽公共,http://ahcbn.ali-cdn.gitv.tv/gitv_escape/G_ANHUIGG-HQ/G_ANHUIGG-HQ.m3u8
安徽影视,http://ahcbn.ali-cdn.gitv.tv/gitv_escape/G_ANHUIYS-HQ/G_ANHUIYS-HQ.m3u8
安徽农业,http://ahcbn.ali-cdn.gitv.tv/gitv_escape/G_ANHUINY-HQ/G_ANHUINY-HQ.m3u8
